plot,lon,lat,cec,clay,orgCarb,sand,silt,orgMat,tot,lab,org,occ,sec,apa
CONGO_1,16.106,2.04498,5.55,38.88,9.63,51.28,9.55,16.5636,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_10,16.23408,2.08507,3.78,40.43,5.75,47.58,11.65,9.89,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_11,16.29487,2.1116,6.35,35.08,6.25,52.85,11.9,10.75,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_12,16.3239,2.11212,7.35,35.75,9.38,53.45,10.6,16.1336,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_13,16.33013,2.08129,4.5,34.75,4.13,53.83,11.78,7.1036,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_14,16.34928,2.06745,5.03,37,8.9,52.68,10.33,15.308,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_15,16.36614,2.09083,4.63,36.55,9.18,52.8,10.75,15.7896,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_16,16.38596,2.08586,6.15,35.28,5.5,52.83,11.9,9.46,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_17,16.3149,2.20618,5.23,37.18,4.95,52.45,10.93,8.514,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_18,16.34324,2.21771,4.63,34.68,4.08,53.13,11.78,7.0176,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_19,16.35922,2.18937,5.1,33.43,6.55,54.78,11.8,11.266,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_2,16.12972,2.03031,6.33,40.3,6.98,49.15,10.48,12.0056,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_20,16.39634,2.18951,5.55,37.95,4.53,50.73,11.45,7.7916,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_21,16.37973,2.25906,4.53,33.88,8.05,55.35,10.78,13.846,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_22,16.38734,2.29668,4.38,34.2,7.6,55.38,10.33,13.072,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_23,16.32017,2.34735,4.3,38.58,3.83,50.53,10.48,6.5876,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_24,16.3492,2.34383,3.33,37.45,6.08,52.35,10.2,10.4576,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_25,16.37527,2.37969,5.35,35.25,3.58,52.75,11.8,6.1576,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_26,16.39538,2.37389,3.48,38.13,8.68,52.1,10.33,14.9296,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_27,16.42745,2.40044,5.18,38.65,6.2,49.8,11.33,10.664,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_28,16.4257,2.37223,4.65,37.58,7.7,51,11.65,13.244,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_29,16.46369,2.40245,6.53,38.65,8.5,50.58,10.68,14.62,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_3,16.098917,1.996472,5.3,42.23,8.63,46.78,10.78,14.8436,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_30,16.47351,2.37152,4.68,39.68,10.9,50.35,10.33,18.748,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_4,16.158472,1.990667,4.9,38.53,6.05,50.28,11.75,10.406,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_5,16.20204,2.00209,6.25,41.53,8.75,47.43,11.1,15.05,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_6,16.235806,1.989389,6.33,36.93,3.88,53,10.08,6.6736,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_7,16.15408,2.07798,4.68,40.05,6.8,49.9,9.63,11.696,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_8,16.17762,2.12507,3.68,36.1,6.03,53.33,10.58,10.3716,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
CONGO_9,16.22086,2.11746,5.45,40.5,4.38,47.85,12.43,7.5336,69,4.281369686,14.01089001,40.89954758,9.183700562,0.624486506
KANU_CORE,140.8551,39.1112,21.83,16.35,55.55,43.7,40.13,95.546,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283
KANU_OARA,140.8564,39.1077,23.43,13.45,60.9,45.85,40.3,104.748,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283
Tokyo.Koto_3893.39425,139.777438,35.62052366,25.53,25.58,33.1,42.4,32.13,56.932,NA,NA,NA,NA,NA,NA
Wakay.Hashimoto_5514.37948,135.5579846,34.29355946,15.93,26.35,18,33.15,40.15,30.96,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283
Burge.Mattersburg_5980.52842,16.30586624,47.70376205,18.5,20.9,23.33,45.6,33.58,40.1276,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
Bayer.Bayreuth_7008.55438,11.8029671,50.0127043,12.98,12.7,44.3,54.63,32.68,76.196,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.Bayreuth_7017.55430,11.81484565,50.00501683,13.05,15.83,33.75,45.88,37.98,58.05,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.Bayreuth_7019.55430,11.81808853,50.00474208,11.9,14.9,34.18,50.03,34.98,58.7896,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.Bayreuth2_6727.55307,11.40528154,49.90400884,14.7,21.45,13.1,39.93,38.13,22.532,272.3787231,14.30434036,51.02483368,119.9721069,11.95217133,75.12525177
Bayer.Bayreuth2_6737.55316,11.41887032,49.91159093,17.5,20.45,17.65,36.48,43,30.358,272.3787231,14.30434036,51.02483368,119.9721069,11.95217133,75.12525177
Bayer.Bayreuth2_6780.55300,11.47820394,49.89605795,18.35,23.48,23.6,32.6,43.5,40.592,272.3787231,14.30434036,51.02483368,119.9721069,11.95217133,75.12525177
Bayer.Bayreuth2_6811.55209,11.51801037,49.81311214,11.7,19.25,12.2,42.48,38.15,20.984,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6843.55329,11.56810949,49.91964638,14.13,16.1,18.53,48.63,35.7,31.8716,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6844.55329,11.5683037,49.92003769,14.13,16.1,18.53,48.63,35.7,31.8716,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6844.55330,11.56876453,49.9204694,14.13,16.1,18.53,48.63,35.7,31.8716,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6846.55332,11.57170365,49.92243722,14.18,15.78,21.05,49.65,34.58,36.206,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6847.55328,11.57286161,49.91917259,14.33,16.9,19.78,45.85,37.6,34.0216,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6847.55331,11.57307004,49.9221465,13.95,15.23,21.88,50.08,34.93,37.6336,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6847.55332,11.57308046,49.92280497,13.95,15.23,21.88,50.08,34.93,37.6336,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6847.55333,11.5734102,49.92305207,13.95,15.23,21.88,50.08,34.93,37.6336,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6848.55330,11.57423414,49.92098199,15.2,17,19.68,47.98,34.7,33.8496,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6848.55332,11.57401512,49.92269245,13.95,15.23,21.88,50.08,34.93,37.6336,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6848.55334,11.5752588,49.9241323,13.15,17,11.6,47.2,35.73,19.952,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6849.55344,11.5769529,49.933323,16.5,17.25,12.08,45.5,37.25,20.7776,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6849.55352,11.57701811,49.94028732,17.33,19.25,12.38,46.38,34.18,21.2936,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6849.55353,11.57674301,49.94112588,19.13,20.25,15.25,44.88,35.38,26.23,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6850.55343,11.57834874,49.93227837,15.7,16.05,11.8,49.05,35.05,20.296,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6851.55350,11.58006828,49.93852666,17.2,19.48,13,45.63,34.9,22.36,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6851.55351,11.5800791,49.93949653,17.2,19.48,13,45.63,34.9,22.36,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6852.55349,11.58078921,49.93812324,17.2,19.48,13,45.63,34.9,22.36,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6852.55350,11.58087613,49.93846991,17.2,19.48,13,45.63,34.9,22.36,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6852.55351,11.58095098,49.93956161,17.45,19.48,12.38,44.9,35.63,21.2936,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6852.55352,11.58064186,49.9406451,17.45,19.48,12.38,44.9,35.63,21.2936,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6853.55351,11.58260515,49.9398015,17.93,18.05,17.28,46,35.95,29.7216,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6853.55352,11.58197592,49.93996038,17.93,18.05,17.28,46,35.95,29.7216,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6854.55334,11.58332423,49.92403657,13.75,15.9,17.13,47.08,36.25,29.4636,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6854.55339,11.5838391,49.9291089,17.9,20.68,9.03,41.28,38.15,15.5316,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6854.55340,11.5839687,49.9294205,17.9,20.68,9.03,41.28,38.15,15.5316,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6855.55333,11.58479668,49.92334741,13.25,16.8,15.55,45.28,38.43,26.746,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6855.55334,11.58421079,49.92449024,14.33,17.25,9.35,46.18,35.8,16.082,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6855.55336,11.58505384,49.92580565,14.33,17.25,9.35,46.18,35.8,16.082,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6855.55345,11.5850801,49.9341777,18.03,19.45,10.03,42.63,37.8,17.2516,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6856.55333,11.58629227,49.92345667,14.2,16.73,12.65,43.6,39.9,21.758,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6856.55334,11.58607274,49.92438287,15.68,17.9,9.63,45.3,36.35,16.5636,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6856.55335,11.58647792,49.92456622,15.68,17.9,9.63,45.3,36.35,16.5636,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6856.55336,11.58532659,49.92609948,16.48,20.03,10.53,43.3,36.28,18.1116,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6856.55339,11.5862089,49.928545,17.2,20.35,8.25,41.08,38.15,14.19,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6856.55340,11.5858943,49.9298752,17.9,20.68,9.03,41.28,38.15,15.5316,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6857.55334,11.58692166,49.92403351,15.68,17.9,9.63,45.3,36.35,16.5636,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6857.55335,11.5869225,49.92470968,15.68,17.9,9.63,45.3,36.35,16.5636,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6861.55330,11.5925203,49.9207663,13.55,19.45,13.65,44.05,37,23.478,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6861.55332,11.5930391,49.9220122,13.48,18.25,13.28,45.38,36.35,22.8416,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6867.55331,11.6014999,49.9214814,13.03,17.35,11.7,44.63,38.38,20.124,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.Bayreuth2_6867.55333,11.6010561,49.9225,16.03,17.83,10.43,45.5,37.13,17.9396,230.3172302,16.2685051,100.1555939,64.98375702,27.3412075,21.56816292
Bayer.GarmischPartenkirchen_6712.52632,11.273308,47.4998769,16.38,18.45,26.48,45.03,36.33,45.5456,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6714.52611,11.2751974,47.4807611,18.78,18.7,14.9,43.83,37.28,25.628,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6714.52631,11.27641741,47.49890495,17.53,19.35,22.18,44.95,36.15,38.1496,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6714.52632,11.27605297,47.49933193,17.53,19.35,22.18,44.95,36.15,38.1496,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6714.52637,11.2764291,47.5039254,18.18,21.9,20.9,37.63,40.38,35.948,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708
Bayer.GarmischPartenkirchen_6715.52619,11.27728964,47.48820553,18.5,18.15,40.5,48.7,33.15,69.66,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6715.52620,11.27670665,47.48854771,18.5,18.15,40.5,48.7,33.15,69.66,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6715.52622,11.2767023,47.490546,19.18,18.7,42.95,44.38,36.8,73.874,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6715.52631,11.27683264,47.49883032,17.53,19.35,22.18,44.95,36.15,38.1496,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6715.52633,11.27757866,47.50007306,17.53,19.35,22.18,44.95,36.15,38.1496,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708
Bayer.GarmischPartenkirchen_6715.52640,11.2780117,47.5068739,18.13,21.03,20.45,37.13,41.93,35.174,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708
Bayer.GarmischPartenkirchen_6716.52619,11.27772959,47.48794472,18.5,18.15,40.5,48.7,33.15,69.66,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6716.52642,11.2793833,47.5082906,17.83,19.23,21.28,39.28,41.65,36.6016,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708
Bayer.GarmischPartenkirchen_6717.52621,11.27939265,47.48998793,18.45,18.13,38,48.58,33.18,65.36,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6717.52628,11.2790739,47.49610253,0,0,0,0,0,0,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6718.52623,11.28016287,47.49119487,18.45,18.13,38,48.58,33.18,65.36,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6719.52623,11.2815166,47.49150227,17.45,16.78,42.28,52.15,31.1,72.7216,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6719.52631,11.2822364,47.49824689,17.5,17.1,34.55,49.15,33.75,59.426,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.GarmischPartenkirchen_6719.52633,11.28258872,47.50043756,18.03,17.83,29.85,48.23,33.8,51.342,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708
Bayer.GarmischPartenkirchen_6719.52637,11.2827374,47.5036093,17.28,20.18,23.75,42.05,37.65,40.85,272.3787231,19.74278259,67.55552673,102.826088,30.9780159,51.27628708
Bayer.Hof_7038.55570,11.85113966,50.12976051,17.35,13.7,45.15,51.2,34.88,77.658,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.Hof_7039.55568,11.85227713,50.12867055,17.35,13.7,45.15,51.2,34.88,77.658,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.Hof_7039.55569,11.85266138,50.12959651,17.35,13.7,45.15,51.2,34.88,77.658,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.WunsiedelimFichtelgebirge_7045.55557,11.8604323,50.1184339,13.63,12.25,47.23,56.05,31.7,81.2356,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Bayer.WunsiedelimFichtelgebirge_7057.55548,11.8770925,50.1101943,16.33,16.1,19.08,50.88,33.03,32.8176,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
Hesse.FrankfurtamMain_4707.55423,8.59146039,50.0323463,15.88,19.9,14.23,48.78,31.33,24.4756,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Hesse.FrankfurtamMain_4708.55422,8.591862219,50.03178551,15.88,19.9,14.23,48.78,31.33,24.4756,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Hesse.FrankfurtamMain_4708.55424,8.591904547,50.0329071,15.88,19.9,14.23,48.78,31.33,24.4756,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Hesse.Offenbach_4708.55422,8.592620445,50.03152819,15.83,17.65,14.05,50.2,32.03,24.166,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Sachs.Leipzig2_3184.56894,12.39347457,51.32655276,17.13,21.25,10.75,53.53,25.33,18.49,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3185.56895,12.39436707,51.32767246,19.65,20.7,7.85,52.4,26.7,13.502,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3185.56896,12.39479573,51.32864459,17.58,21.8,9,52.83,25.38,15.48,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3185.56903,12.39505649,51.33524161,17.5,22.58,7.7,51.3,26.13,13.244,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3186.56892,12.3964058,51.32481608,15.8,20.25,13.45,53.98,24.93,23.134,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3186.56897,12.39578429,51.32999869,18.1,20.68,12.23,53.15,25.48,21.0356,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3186.56898,12.39553283,51.33040689,18.1,20.68,12.23,53.15,25.48,21.0356,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3186.56899,12.39540333,51.33131423,18.1,20.68,12.23,53.15,25.48,21.0356,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3186.56903,12.3962271,51.33502544,17.5,22.58,7.7,51.3,26.13,13.244,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Sachs.Leipzig2_3187.56903,12.39727769,51.33470928,17.15,22.03,8.05,52.6,25.45,13.846,532.3766479,38.58817291,132.0403442,200.9782867,60.54794693,100.2218399
Andal.Cadiz_2469.40686,-5.8345595,36.7295406,23.05,38.1,7.43,28.35,34.25,12.7796,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2536.40366,-5.748946723,36.44342065,26.73,34.58,10.33,30.75,35,17.7676,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2536.40367,-5.748884529,36.44356088,26.73,34.58,10.33,30.75,35,17.7676,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2537.40366,-5.748441558,36.44343227,26.73,34.58,10.33,30.75,35,17.7676,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2537.40367,-5.748173995,36.44390466,26.73,34.58,10.33,30.75,35,17.7676,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2542.40329,-5.740700439,36.40996956,21.05,30.55,10.23,41.1,28.13,17.5956,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2543.40324,-5.739483638,36.40535444,19.65,30.25,10.53,39.53,30.23,18.1116,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2543.40325,-5.739976242,36.40621384,19.65,30.25,10.53,39.53,30.23,18.1116,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2543.40328,-5.740298024,36.40921142,21.53,31.13,12.3,39.1,29.9,21.156,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2543.40329,-5.740435654,36.40993478,21.05,30.55,10.23,41.1,28.13,17.5956,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2543.40330,-5.74063573,36.41051845,21.05,30.55,10.23,41.1,28.13,17.5956,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2544.40323,-5.739206197,36.4045536,19.65,30.25,10.53,39.53,30.23,18.1116,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2545.40322,-5.738154268,36.40326253,19.3,29.35,10.53,41.98,28.33,18.1116,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2557.40367,-5.7255395,36.4445158,21.13,32.63,11.28,36.08,31,19.4016,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2588.40346,-5.6906689,36.4266297,21.2,30.58,12.13,36.55,32.78,20.8636,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2589.40394,-5.6906689,36.4697717,19.73,30.23,11.2,39.3,29.9,19.264,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2602.40335,-5.6742276,36.4169591,19.73,32.33,10.55,36.55,31.9,18.146,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2627.40451,-5.649747055,36.52173151,20.35,32.28,14.25,40.13,27.8,24.51,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2628.40450,-5.649107276,36.52136292,20.35,32.28,14.25,40.13,27.8,24.51,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2628.40451,-5.649395194,36.52157553,20.35,32.28,14.25,40.13,27.8,24.51,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2629.40449,-5.647470038,36.52031795,20.48,33.05,16.03,38.63,28.7,27.5716,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2630.40449,-5.647332228,36.52030448,20.48,33.05,16.03,38.63,28.7,27.5716,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2631.40448,-5.645419909,36.51922013,21.05,33.4,14.38,38.35,28.03,24.7336,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2638.40446,-5.637971125,36.51788519,19.65,34.65,46.68,36.15,29.55,80.2896,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2638.40447,-5.637924224,36.51884118,19.53,34.2,18,36.35,29.68,30.96,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2639.40448,-5.637083184,36.51987019,19.53,34.2,18,36.35,29.68,30.96,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2639.40449,-5.636447333,36.52006025,19.45,32.9,17.1,36.75,30.55,29.412,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2640.40448,-5.635212846,36.51916921,19.45,32.9,17.1,36.75,30.55,29.412,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2641.40448,-5.634753602,36.51922629,19.5,32.88,18.2,36.75,30.25,31.304,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2641.40449,-5.634069303,36.52036275,19.5,32.88,18.2,36.75,30.25,31.304,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2641.40451,-5.634430898,36.52211398,21.6,32.2,13.93,37.43,31.05,23.9596,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2642.40259,-5.6272308,36.3490106,20.3,30.03,12.73,40.55,29.65,21.8956,532.3766479,28.88516235,64.81983948,251.3726044,32.65854263,154.6405029
Andal.Cadiz_2642.40450,-5.633765543,36.52120044,21.6,32.2,13.93,37.43,31.05,23.9596,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858
Andal.Cadiz_2798.40857,-5.4713564,36.8916205,23.4,36.03,13.1,29.95,34.4,22.532,545.8120117,67.43858337,221.908371,124.3141403,39.14185715,93.00902557
Andal.Cadiz_2817.40723,-5.445517466,36.77171255,24.78,33.28,29.18,33,33.73,50.1896,545.8120117,67.43858337,221.908371,124.3141403,39.14185715,93.00902557
Andal.Cadiz_2817.40724,-5.44599676,36.77270354,20.48,33.33,18.3,33.88,32.68,31.476,545.8120117,67.43858337,221.908371,124.3141403,39.14185715,93.00902557
