plot,lon,lat,cec,clay,orgCarb,sand,silt,orgMat,tot,lab,org,occ,sec,apa
HARV_BW,-72.17604468,42.48154899,9.65,4.45,45.5,66.9,28.65,78.26,447.8638611,32.46244431,111.0794373,169.0737457,50.93618774,84.31199646
HARV_S,-72.21858234,42.46493311,11.18,5.48,47.18,65.8,28.53,81.1496,447.8638611,32.46244431,111.0794373,169.0737457,50.93618774,84.31199646
HAYM_1,-105.16721,39.18289,18.15,15.63,15.25,60.88,23.35,26.23,503.8467712,36.5202446,124.9643555,190.2079315,57.30319977,94.8509903
HAYM_2,-105.22229,39.15737,20.63,19.95,15.28,55.45,24.23,26.2816,503.8467712,36.5202446,124.9643555,190.2079315,57.30319977,94.8509903
HAYM_3,-105.20555,39.15057,20.8,19.25,14.13,58.05,22.7,24.3036,503.8467712,36.5202446,124.9643555,190.2079315,57.30319977,94.8509903
HAYM_4,-105.196899,39.137983,17.73,18.25,16.63,59.25,22.85,28.6036,503.8467712,36.5202446,124.9643555,190.2079315,57.30319977,94.8509903
HAYM_5,-105.007785,39.020689,16.35,19.65,19.93,60.95,19.48,34.2796,503.8467712,36.5202446,124.9643555,190.2079315,57.30319977,94.8509903
HBEF_BBH,-71.74257994,43.95553058,25.23,9.2,45.28,56.38,34.43,77.8816,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBHCON,-71.74220327,43.95575212,25.23,9.2,45.28,56.38,34.43,77.8816,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBHDEC,-71.74258706,43.9555274,25.23,9.2,45.28,56.38,34.43,77.8816,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBL,-71.73529957,43.94853826,24.15,4.08,41.15,66.6,29.33,70.778,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBLCON,-71.73502481,43.94826833,23.48,4.45,43.05,64.83,30.73,74.046,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBLDEC,-71.73530733,43.94856228,24.15,4.08,41.15,66.6,29.33,70.778,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBM,-71.73989143,43.94996735,24.35,5.93,40.18,60.48,33.6,69.1096,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBMDEC,-71.7398579,43.94994707,24.35,5.93,40.18,60.48,33.6,69.1096,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBU,-71.74320876,43.95312351,24.1,8.1,40.83,56.83,35,70.2276,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBUCON,-71.7433194,43.95308067,24.1,8.1,40.83,56.83,35,70.2276,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_BBUDEC,-71.743241,43.95306811,24.1,8.1,40.83,56.83,35,70.2276,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_TF,-71.73995275,43.95742226,24.8,7.78,40.43,57.98,34.25,69.5396,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_TFCON,-71.73994576,43.95738092,24.8,7.78,40.43,57.98,34.25,69.5396,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HBEF_TFDEC,-71.73996029,43.95745097,24.8,7.78,40.43,57.98,34.25,69.5396,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
HEME_18,-121.66865,48.86507,28.35,7.55,101.68,64.88,28.13,174.8896,NA,NA,NA,NA,NA,NA
HNHR_A,-121.5666,36.3793,28.73,24.03,14.9,48.65,27.7,25.628,NA,NA,NA,NA,NA,NA
HOND_1,-105.6063,36.63491,20.23,23.83,11.98,41.35,34.6,20.6056,867.7362061,74.24043274,41.86555862,149.9053345,49.63793182,552.0869751
HOND_2,-105.61644,36.66037,20.63,22.5,12.75,48,29.5,21.93,867.7362061,74.24043274,41.86555862,149.9053345,49.63793182,552.0869751
HOND_3,-105.61445,36.68855,21.28,23.3,13.43,45.1,31.6,23.0996,867.7362061,74.24043274,41.86555862,149.9053345,49.63793182,552.0869751
HOND_4,-105.62911,36.63265,19.23,23.35,10.43,45.9,30.78,17.9396,867.7362061,74.24043274,41.86555862,149.9053345,49.63793182,552.0869751
HOTC_1,-107.60967,38.7359,23.53,24.6,11.7,41.9,32.93,20.124,545.8120117,58.87522888,83.11312866,117.7540283,28.8031044,257.2664795
HOTC_2,-107.59032,38.61963,20.48,24.53,11.28,43.33,32.58,19.4016,545.8120117,58.87522888,83.11312866,117.7540283,28.8031044,257.2664795
IA.BlackHawk_5480.47079,-92.41540556,42.52201649,23.63,19.9,17.1,35.75,44.2,29.412,184.4893646,9.68871212,34.56048203,81.26031494,8.095523834,50.88433456
IA.BlackHawk_5480.47092,-92.41511935,42.53383166,25.38,25.25,25.83,33.05,42.05,44.4276,184.4893646,9.68871212,34.56048203,81.26031494,8.095523834,50.88433456
IA.BlackHawk_5481.47079,-92.41442373,42.52226843,23.63,19.9,17.1,35.75,44.2,29.412,184.4893646,9.68871212,34.56048203,81.26031494,8.095523834,50.88433456
IA.BlackHawk_5481.47080,-92.41422537,42.52264583,24.53,20.88,23.05,36.83,42.38,39.646,184.4893646,9.68871212,34.56048203,81.26031494,8.095523834,50.88433456
IA.BlackHawk_5482.47080,-92.4136719,42.52263265,24.53,20.88,23.05,36.83,42.38,39.646,184.4893646,9.68871212,34.56048203,81.26031494,8.095523834,50.88433456
IA.Cedar_6620.46119,-91.05485986,41.64232663,22.48,28.28,8.8,17.28,54.8,15.136,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IA.Cedar_6621.46119,-91.05413085,41.64204048,22.48,28.28,8.8,17.28,54.8,15.136,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IL.Peoria_2819.45150,-89.58399888,40.75695749,23.7,23.83,10.03,24.55,51.85,17.2516,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IL.Peoria_2821.45150,-89.58096447,40.75670895,24.5,23.35,8.13,25.93,50.9,13.9836,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IL.Peoria_2825.45149,-89.57606774,40.75668016,22.68,23.68,10.13,24.58,51.38,17.4236,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IL.Peoria_2825.45153,-89.57725621,40.75996529,23,24.83,11.23,25.03,50.08,19.3156,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IL.Peoria_2826.45149,-89.57554827,40.75656813,21.85,23.78,9.65,26.95,49.28,16.598,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IL.Peoria_2826.45150,-89.57538983,40.75688779,21.85,23.78,9.65,26.95,49.28,16.598,184.4893646,13.37231541,45.75716019,69.64685059,20.98223495,34.73079681
IRMT_51,-122.15031,44.40151,36.93,11.03,60.18,53,35.98,103.5096,867.7362061,62.89599228,215.2164307,327.5803528,98.68887329,163.3545074
JERC_TW,-84.48,31.22,9.28,20.2,7.88,70.8,8.48,13.5536,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283
KCNP_RMG,-118.89171,36.69596,13.65,9.68,17.63,72.2,18.48,30.3236,447.8638611,38.3176384,21.60802841,77.37049103,25.61957741,284.9480896
KENT_PIED17,-102.951159,36.895769,17.05,25.15,6.03,45.88,29.1,10.3716,199.855423,21.55784988,30.43283653,43.11700821,10.54659176,94.2011261
KENT_PIED18,-102.937629,36.90479999,16.7,24.55,6.98,44.23,31.53,12.0056,199.855423,21.55784988,30.43283653,43.11700821,10.54659176,94.2011261
KINF_1,-92.41,31.34,13.1,22.98,9.75,37.95,39.43,16.77,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_2979.43184,-95.3332898,38.9912773,27.85,32.33,10.23,14.75,52.73,17.5956,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_2980.43155,-95.33097002,38.96501775,26.98,32.9,10.5,15.43,51.3,18.06,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3007.43237,-95.30220569,39.03960321,0,0,0,0,0,0,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3036.43241,-95.2692599,39.0439001,23.58,25.58,9.68,24.55,49.23,16.6496,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3059.43170,-95.24025248,38.98026874,24.53,27.33,8.3,23.98,48.63,14.276,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3059.43171,-95.24042437,38.98173356,24.53,27.33,8.3,23.98,48.63,14.276,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3059.43172,-95.24086383,38.98257674,0,0,0,0,0,0,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3059.43173,-95.24073807,38.98285754,0,0,0,0,0,0,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3060.43160,-95.23922856,38.97195065,25.3,28.48,8.93,19.4,52.05,15.3596,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3060.43161,-95.23949241,38.97260243,25.53,28.1,9.1,20.95,50.73,15.652,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3060.43162,-95.23896114,38.97294722,25.3,28.48,8.93,19.4,52.05,15.3596,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3060.43167,-95.23953237,38.97752521,25.33,28.65,9.2,19.48,51.88,15.824,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3060.43169,-95.23912938,38.97982678,25.53,28.58,10.18,22.05,49.73,17.5096,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3061.43160,-95.23843062,38.97152276,25.3,28.48,8.93,19.4,52.05,15.3596,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3072.43224,-95.22703015,39.02957794,23.4,27.03,9.2,22.4,50.05,15.824,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3085.43178,-95.21076826,38.98817441,26.78,26.58,8.83,29.43,44.58,15.1876,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3086.43229,-95.21091673,39.03466494,25.38,30.83,9.68,20.63,48.33,16.6496,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3093.43234,-95.20303216,39.0385882,30.43,32.63,12.4,15.95,51.08,21.328,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3094.43233,-95.20261768,39.03818696,29.55,33.2,12.53,16.53,50.28,21.5516,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3094.43234,-95.20252271,39.03928054,30.43,32.63,12.4,15.95,51.08,21.328,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3094.43235,-95.20258332,39.03944668,30.43,32.63,12.4,15.95,51.08,21.328,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3095.43234,-95.20054382,39.03906113,32.2,33.43,13.25,13.3,53.28,22.79,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3095.43235,-95.20115798,39.03950221,32.2,33.43,13.25,13.3,53.28,22.79,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3096.43229,-95.1994643,39.03438528,30.23,33,12.83,16.88,50.15,22.0676,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3096.43232,-95.19958772,39.03726662,31.65,32.85,12.58,16.08,51.08,21.6376,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3096.43234,-95.20032338,39.03888971,32.2,33.43,13.25,13.3,53.28,22.79,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Douglas_3099.43229,-95.1961975,39.03432235,31.58,31.98,15.83,16.1,51.73,27.2276,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Jefferson_3007.43266,-95.30399825,39.06615548,23.58,29.93,9.7,18.5,52.18,16.684,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Jefferson_3009.43268,-95.3013204,39.0672173,21.95,30.35,10.28,17.73,52.4,17.6816,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Jefferson_3095.43245,-95.20146546,39.04920672,29.08,32.13,11.33,18.95,49.08,19.4876,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Jefferson_3095.43246,-95.20141931,39.04938217,29.08,32.13,11.33,18.95,49.08,19.4876,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Jefferson_3102.43252,-95.19322532,39.05510416,27.8,34.23,11.65,15.08,50.7,20.038,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Leavenworth_3109.43191,-95.1841068,39.0009181,21.78,29.23,9.03,14.73,55.93,15.5316,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KS.Leavenworth_3111.43252,-95.18262819,39.0551519,29.2,35.28,10.93,13.1,51.63,18.7996,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873
KY.Laurel_7362.40940,-84.34641045,36.96255843,13.6,22.08,13.6,37.05,40.98,23.392,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7363.40935,-84.34552623,36.95814976,13.53,24.3,10.6,33.4,42.78,18.232,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7363.40936,-84.3455474,36.95859124,13.53,24.3,10.6,33.4,42.78,18.232,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7363.40938,-84.34534205,36.96075096,13.55,22.95,12.23,35.08,41.9,21.0356,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7363.40939,-84.34535964,36.96142518,13.6,22.08,13.6,37.05,40.98,23.392,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7364.40935,-84.34453828,36.9580423,13.15,24.63,13.58,33.5,42.18,23.3576,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7364.40936,-84.34471463,36.9591084,13.23,24.38,12.58,36.63,38.83,21.6376,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7364.40937,-84.34462806,36.95991867,13.23,24.38,12.58,36.63,38.83,21.6376,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7364.40938,-84.34517722,36.96075042,13.55,22.95,12.23,35.08,41.9,21.0356,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
KY.Laurel_7365.40935,-84.34411685,36.95774617,13.15,24.63,13.58,33.5,42.18,23.3576,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
LA.Orleans_7798.33206,-90.09959059,29.98473933,38.43,32.13,23.55,31.65,35.93,40.506,NA,NA,NA,NA,NA,NA
LA.Orleans_7798.33207,-90.09960098,29.98502574,38.43,32.13,23.55,31.65,35.93,40.506,NA,NA,NA,NA,NA,NA
LA.Orleans_7799.33206,-90.09848317,29.98402067,36.35,31.5,28.5,33.2,35.15,49.02,NA,NA,NA,NA,NA,NA
LA.Orleans_7799.33207,-90.09923846,29.98494184,38.43,32.13,23.55,31.65,35.93,40.506,NA,NA,NA,NA,NA,NA
LA.Orleans_7800.33205,-90.09840229,29.98387248,36.35,31.5,28.5,33.2,35.15,49.02,NA,NA,NA,NA,NA,NA
LA.Orleans_7800.33206,-90.09844403,29.98428793,36.35,31.5,28.5,33.2,35.15,49.02,NA,NA,NA,NA,NA,NA
LA.Orleans_7801.33205,-90.09735161,29.98376808,36.35,31.5,28.5,33.2,35.15,49.02,NA,NA,NA,NA,NA,NA
LA.Orleans_7802.33205,-90.09596324,29.98371184,34.33,31.93,27.5,32.5,35.95,47.3,NA,NA,NA,NA,NA,NA
LA.Orleans_7802.33206,-90.09546602,29.98469701,34.33,31.93,27.5,32.5,35.95,47.3,NA,NA,NA,NA,NA,NA
LA.Orleans_7802.33207,-90.09545638,29.98493027,34.33,31.93,27.5,32.5,35.95,47.3,NA,NA,NA,NA,NA,NA
LA.Orleans_7802.33208,-90.09596785,29.98653713,34.7,31,28.68,34.15,34.93,49.3296,NA,NA,NA,NA,NA,NA
LA.Orleans_7802.33209,-90.09553936,29.98660841,34.7,31,28.68,34.15,34.93,49.3296,NA,NA,NA,NA,NA,NA
LA.Orleans_7803.33206,-90.09499454,29.98470434,34.33,31.93,27.5,32.5,35.95,47.3,NA,NA,NA,NA,NA,NA
LA.Orleans_7803.33207,-90.09502052,29.98498597,34.33,31.93,27.5,32.5,35.95,47.3,NA,NA,NA,NA,NA,NA
LA.Orleans_7803.33208,-90.09481852,29.98626216,34.7,31,28.68,34.15,34.93,49.3296,NA,NA,NA,NA,NA,NA
LA.Orleans_7803.33209,-90.09490242,29.98667656,34.7,31,28.68,34.15,34.93,49.3296,NA,NA,NA,NA,NA,NA
LA.Orleans_7804.33205,-90.09384253,29.98346642,41.08,33.83,32.7,28.33,37.95,56.244,NA,NA,NA,NA,NA,NA
LA.Orleans_7804.33206,-90.09399248,29.98454575,38.33,31.63,29.73,31.55,37.05,51.1356,NA,NA,NA,NA,NA,NA
LA.Orleans_7806.33205,-90.09211955,29.98327766,41.08,33.83,32.7,28.33,37.95,56.244,NA,NA,NA,NA,NA,NA
LAGE_VIGL20,-144.9771,63.8085,19.7,7.03,38.35,44.98,48,65.962,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
LAGE_VIGL21,-145.1085,63.8019,29.9,10.63,87.98,39,50.25,151.3256,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
LAGE_VIGL22,-145.0805,63.7749,19.08,5.8,43.55,43.13,51.08,74.906,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
LAGE_VIGL7,-144.3301,63.6962,20.88,4.8,79.9,47.63,47.35,137.428,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
LAGE_VIGL8,-145.4039,63.9172,20.33,11.9,35.9,35.78,52.3,61.748,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
LAK_1,-106.39818,36.48236,21.13,24.48,10.53,43.75,31.78,18.1116,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782
LAK_2,-106.39818,36.48236,21.13,24.48,10.53,43.75,31.78,18.1116,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782
LAK_3,-106.39818,36.48236,21.13,24.48,10.53,43.75,31.78,18.1116,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782
LASA_1,-109.04893,38.61842,21.65,21.68,13.4,45.58,32.55,23.048,1323.805298,142.7952271,201.5814819,285.5990906,69.85868073,623.9708252
LASA_2,-109.00742,38.63578,19.65,22.05,10.2,48.18,29.78,17.544,1323.805298,142.7952271,201.5814819,285.5990906,69.85868073,623.9708252
LV_PIED21,-105.246266,35.58819302,17.7,22.83,7.23,45.25,31.93,12.4356,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782
MA.Essex_3309.47394,-71.06721721,42.78889103,13.6,13,50.53,53.25,33.38,86.9116,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3309.47395,-71.06760018,42.78932656,13.4,12.28,63.48,55.2,32.53,109.1856,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3310.47395,-71.06689551,42.78919613,13.4,12.28,63.48,55.2,32.53,109.1856,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3311.47394,-71.06504646,42.788605,13.35,13.5,55.75,54.68,31.98,95.89,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3311.47395,-71.06536766,42.78909693,13.98,12.7,59.73,53.75,33.53,102.7356,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3312.47396,-71.06436166,42.79028893,13.98,12.7,59.73,53.75,33.53,102.7356,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3313.47393,-71.06300916,42.78808163,20.88,14.5,41.5,52.58,33.13,71.38,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3313.47394,-71.06305333,42.78834818,20.88,14.5,41.5,52.58,33.13,71.38,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MA.Essex_3313.47395,-71.06275359,42.78941914,0,0,0,0,0,0,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MAGD_1,-107.12518,34.03496,21.95,25.13,7.58,46.2,29.13,13.0376,867.7362061,74.24043274,41.86555862,149.9053345,49.63793182,552.0869751
MAGD_2,-107.22853,34.05613,22.4,27.45,9.4,41.35,30.95,16.168,867.7362061,74.24043274,41.86555862,149.9053345,49.63793182,552.0869751
MAGD_3,-107.21374,34.19854,16.83,19.95,4.8,57.55,22.65,8.256,867.7362061,74.24043274,41.86555862,149.9053345,49.63793182,552.0869751
MANI_S16F35,-85.87981057,44.33023264,10.15,7.55,23.1,67.5,25.25,39.732,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
MANI_S21F43,-85.83512063,44.3763255,12.05,7.9,14.2,70.05,22.33,24.424,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
MANI_S39F21,-85.88437052,44.28956177,13.28,6.55,26.9,64.08,29.38,46.268,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
MANI_S49F01,-85.93696708,44.2337691,7.7,4,28.93,80.6,15.2,49.7596,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
MANI_S59F12,-85.95422637,44.23746792,8.15,7,31.48,77.48,15.53,54.1456,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
MANI_S8F21,-85.89599392,44.27585794,12.8,6.68,28.43,69.28,23.85,48.8996,251.255188,17.74746132,109.2606506,70.89137268,29.82677269,23.52890778
MAPK_35,-123.55102,44.5107,38.75,13.9,59.1,47.8,38.05,101.652,297.1404114,21.5375824,73.69692993,112.173912,33.79419708,55.93776703
MARS_F,-82.55682329,35.82566964,12.08,27.45,10.15,41.25,31.18,17.458,350.999939,24.24774933,92.02999115,176.32341,46.88411713,11.51466465
MARS_P,-82.55123374,35.82198496,12.5,25.78,9.83,44.8,29.23,16.9076,350.999939,24.24774933,92.02999115,176.32341,46.88411713,11.51466465
MD.AnneArundel_3644.43062,-76.56358601,38.89439777,14.55,22.33,10.8,47.48,30.13,18.576,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436
MD.AnneArundel_3658.43047,-76.54731187,38.88099586,15.93,20,25,46.58,33.65,43,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436
MD.AnneArundel_3658.43048,-76.54708665,38.88186095,0,0,0,0,0,0,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436
MD.AnneArundel_3659.43066,-76.5466839,38.89843202,15.38,23.78,8.05,43.3,33.2,13.846,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436
MD.AnneArundel_3664.43036,-76.53976439,38.87153244,16.6,20.93,10,45.5,33.95,17.2,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436
MD.AnneArundel_3664.43076,-76.54042228,38.90687054,13.85,19.13,9.03,47.9,33.08,15.5316,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436
MD.AnneArundel_3669.43037,-76.53475922,38.87163528,15,18.03,20.23,48.15,33.95,34.7956,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436
ME.Piscataquis_4943.50049,-69.07230875,45.19795453,13.45,11.33,17.65,47.25,42.25,30.358,307.6965637,21.73420715,133.8047028,86.81624603,36.52698898,28.81438446
ME.Piscataquis_4943.50050,-69.07231176,45.19810381,13.45,11.33,17.65,47.25,42.25,30.358,307.6965637,21.73420715,133.8047028,86.81624603,36.52698898,28.81438446
ME.Piscataquis_4946.50052,-69.06931691,45.19997962,13.33,12.93,19.25,45.88,40.93,33.11,307.6965637,21.73420715,133.8047028,86.81624603,36.52698898,28.81438446
ME.Washington_6509.49670,-67.09055124,44.84055512,14.53,9,30.98,57.08,33.7,53.2856,307.6965637,21.73420715,133.8047028,86.81624603,36.52698898,28.81438446
ME.Washington_6509.49671,-67.09032342,44.84152851,14.53,9,30.98,57.08,33.7,53.2856,307.6965637,21.73420715,133.8047028,86.81624603,36.52698898,28.81438446
ME.Washington_6509.49672,-67.09031898,44.84206629,13.35,11,32.68,57.8,30.7,56.2096,307.6965637,21.73420715,133.8047028,86.81624603,36.52698898,28.81438446
ME.Washington_6561.49719,-67.02323802,44.88303821,17.23,11.55,33.15,55.8,32.33,57.018,307.6965637,21.73420715,133.8047028,86.81624603,36.52698898,28.81438446
ME.Washington_6612.49641,-66.96103382,44.81167641,25.75,16.78,56,48.8,33.73,96.32,NA,NA,NA,NA,NA,NA
ME.Washington_6613.49640,-66.96066954,44.81150982,25.75,16.78,56,48.8,33.73,96.32,NA,NA,NA,NA,NA,NA
ME.Washington_6615.49640,-66.95760042,44.81105992,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ME.Washington_6617.49641,-66.95490053,44.81237235,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ME.Washington_6617.49642,-66.95447397,44.81246116,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ME.Washington_6618.49641,-66.95316036,44.81229528,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ME.Washington_6618.49642,-66.95421715,44.81257809,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ME.Washington_6619.49643,-66.95245301,44.81400729,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ME.Washington_6619.49644,-66.95228948,44.81441394,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
MEOV_31,-122.76418,42.06784,21.68,6.2,34.98,66.28,27.53,60.1656,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MEOV_32,-122.76418,42.06784,21.68,6.2,34.98,66.28,27.53,60.1656,363.8893433,26.37573242,90.25203705,137.3723907,41.38565063,68.50349426
MG_1,-106.39818,36.48236,21.13,24.48,10.53,43.75,31.78,18.1116,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782
MG_2,-106.39806,36.4823,21.13,24.48,10.53,43.75,31.78,18.1116,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782
MI.Delta_5372.50821,-86.52067325,45.89191031,15.38,8.03,88.05,73.5,18.55,151.446,NA,NA,NA,NA,NA,NA
MI.Delta_5372.50822,-86.52087308,45.89210494,15.38,8.03,88.05,73.5,18.55,151.446,NA,NA,NA,NA,NA,NA
MI.Gogebic_3035.51246,-89.54891078,46.2461235,12.58,4.3,51.73,62.55,33.15,88.9756,426.0413513,30.09351921,185.2680664,120.2070923,50.57582474,39.89683914
